*_*********꧁鑫҉磊҉直҉播҉源꧂*********_*
______      _               _  _          
| ___ \    | |             | || |         
| |_/ /___ | |_  _ __  ___ | || |_ __   __
|  __// _ \| __|| '__|/ _ \| || __|\ \ / /
| |  |  __/| |_ | |  |  __/| || |_  \ V / 
\_|   \___| \__||_|   \___||_| \__|  \_/  
//免费软件꙰严禁商业꙰仅供测试꙰违者自负!꙰//
//如果你抓包了获取到了直播源,请自用,别公开,谢谢！//

--綫路壹4GTV--
🌏綜合其他,#genre#
哆啦Ａ夢台,http://nmk.ioapk.com:5050/ofiii22/index.m3u8?proxy=true
新哆啦A夢(中文版),http://nmk.ioapk.com:5050/ofiii23/index.m3u8?proxy=true
蠟筆小新(中文版),http://nmk.ioapk.com:5050/ofiii165/index.m3u8?proxy=true
白雪公主非死不可,http://nmk.ioapk.com:5050/ofiii146/index.m3u8?proxy=true
鋼之鍊金術師,http://nmk.ioapk.com:5050/ofiii177/index.m3u8?proxy=true
國際大小事,http://nmk.ioapk.com:5050/ofiii55/index.m3u8?proxy=true
國色芳華,http://nmk.ioapk.com:5050/ofiii109/index.m3u8?proxy=true
海派甜心,http://nmk.ioapk.com:5050/ofiii195/index.m3u8?proxy=true
好搭檔,http://nmk.ioapk.com:5050/ofiii147/index.m3u8?proxy=true
好運家,http://nmk.ioapk.com:5050/ofiii121/index.m3u8?proxy=true
第1財經,http://nmk.ioapk.com:5050/ofiii64/index.m3u8?proxy=true
健康2.0,http://nmk.ioapk.com:5050/ofiii132/index.m3u8?proxy=true
健康問良醫,http://nmk.ioapk.com:5050/ofiii92/index.m3u8?proxy=true
進擊的台灣,http://nmk.ioapk.com:5050/ofiii237/index.m3u8?proxy=true
回到20歲,http://nmk.ioapk.com:5050/ofiii145/index.m3u8?proxy=true
錦繡安寧,http://nmk.ioapk.com:5050/ofiii100/index.m3u8?proxy=true
經典劇場,http://nmk.ioapk.com:5050/ofiii38/index.m3u8?proxy=true
麻醉風暴,http://nmk.ioapk.com:5050/ofiii158/index.m3u8?proxy=true
軍師聯盟,http://nmk.ioapk.com:5050/ofiii106/index.m3u8?proxy=true
軍師聯盟2 虎嘯龍吟,http://nmk.ioapk.com:5050/ofiii107/index.m3u8?proxy=true
啦啦隊獨家專訪,http://nmk.ioapk.com:5050/ofiii88/index.m3u8?proxy=true
凌晨兩點的灰姑娘,http://nmk.ioapk.com:5050/ofiii149/index.m3u8?proxy=true
木曜4超玩 一日系列,http://nmk.ioapk.com:5050/ofiii140/index.m3u8?proxy=true
村裡來了個暴走女外科,http://nmk.ioapk.com:5050/ofiii153/index.m3u8?proxy=true
周星馳台,http://nmk.ioapk.com:5050/ofiii73/index.m3u8?proxy=true
歐飛電影台,http://nmk.ioapk.com:5050/ofiii74/index.m3u8?proxy=true
歐飛動作電影台,http://nmk.ioapk.com:5050/ofiii75/index.m3u8?proxy=true
請叫我總監,http://nmk.ioapk.com:5050/ofiii122/index.m3u8?proxy=true
請問今晚住誰家,http://nmk.ioapk.com:5050/ofiii242/index.m3u8?proxy=true
披荊斬棘的大小姐,http://nmk.ioapk.com:5050/ofiii112/index.m3u8?proxy=true
全國大罷免,http://nmk.ioapk.com:5050/ofiii56/index.m3u8?proxy=true
全民星攻略,http://nmk.ioapk.com:5050/ofiii131/index.m3u8?proxy=true
生命的贏家,http://nmk.ioapk.com:5050/ofiii192/index.m3u8?proxy=true
社會NOW什麼,http://nmk.ioapk.com:5050/ofiii85/index.m3u8?proxy=true
人氣動漫預告,http://nmk.ioapk.com:5050/ofiii97/index.m3u8?proxy=true
去有風的地方,http://nmk.ioapk.com:5050/ofiii116/index.m3u8?proxy=true
柯文哲政治風波,http://nmk.ioapk.com:5050/ofiii51/index.m3u8?proxy=true
食尚玩家-2天1夜go,http://nmk.ioapk.com:5050/ofiii227/index.m3u8?proxy=true
食尚玩家-Hello腹餓代,http://nmk.ioapk.com:5050/ofiii225/index.m3u8?proxy=true
食尚玩家-瘋狂總部,http://nmk.ioapk.com:5050/ofiii230/index.m3u8?proxy=true
食尚玩家-魚肉鄉民,http://nmk.ioapk.com:5050/ofiii229/index.m3u8?proxy=true
食尚玩家-熱血48小時,http://nmk.ioapk.com:5050/ofiii228/index.m3u8?proxy=true
食尚玩家-天菜就醬吃,http://nmk.ioapk.com:5050/ofiii226/index.m3u8?proxy=true
忍者亂太郎(中文版),http://nmk.ioapk.com:5050/ofiii182/index.m3u8?proxy=true
史上最強弟子兼一(中文版),http://nmk.ioapk.com:5050/ofiii180/index.m3u8?proxy=true
掏掏新聞,http://nmk.ioapk.com:5050/ofiii50/index.m3u8?proxy=true
私藏浪漫,http://nmk.ioapk.com:5050/ofiii115/index.m3u8?proxy=true
頭腦共助,http://nmk.ioapk.com:5050/ofiii148/index.m3u8?proxy=true
俗女養成記,http://nmk.ioapk.com:5050/ofiii157/index.m3u8?proxy=true
世界第一等,http://nmk.ioapk.com:5050/ofiii238/index.m3u8?proxy=true
台灣第一等,http://nmk.ioapk.com:5050/ofiii239/index.m3u8?proxy=true
台灣啟示錄,http://nmk.ioapk.com:5050/ofiii133/index.m3u8?proxy=true
台灣真善美,http://nmk.ioapk.com:5050/ofiii241/index.m3u8?proxy=true
台灣靈異事件,http://nmk.ioapk.com:5050/ofiii150/index.m3u8?proxy=true
台灣1001個故事,http://nmk.ioapk.com:5050/ofiii235/index.m3u8?proxy=true
台灣壹百種味道,http://nmk.ioapk.com:5050/ofiii245/index.m3u8?proxy=true
泰可愛旋風,http://nmk.ioapk.com:5050/ofiii89/index.m3u8?proxy=true
饕客揪愛吃,http://nmk.ioapk.com:5050/ofiii96/index.m3u8?proxy=true
威廉沈歡樂送,http://nmk.ioapk.com:5050/ofiii139/index.m3u8?proxy=true
我的婆婆怎麼那麼可愛,http://nmk.ioapk.com:5050/ofiii152/index.m3u8?proxy=true
我們這一家,http://nmk.ioapk.com:5050/ofiii166/index.m3u8?proxy=true
武媚娘傳奇,http://nmk.ioapk.com:5050/ofiii104/index.m3u8?proxy=true
夏目友人帳,http://nmk.ioapk.com:5050/ofiii174/index.m3u8?proxy=true
紓壓雷雨聲,http://nmk.ioapk.com:5050/ofiii250/index.m3u8?proxy=true
療癒下雨聲,http://nmk.ioapk.com:5050/ofiii251/index.m3u8?proxy=true
外燒柴火聲,http://nmk.ioapk.com:5050/ofiii253/index.m3u8?proxy=true
放鬆的爵士午後,http://nmk.ioapk.com:5050/ofiii252/index.m3u8?proxy=true
夏日陽光海浪聲,http://nmk.ioapk.com:5050/ofiii254/index.m3u8?proxy=true
向風而行,http://nmk.ioapk.com:5050/ofiii118/index.m3u8?proxy=true
鄉民大學問,http://nmk.ioapk.com:5050/ofiii83/index.m3u8?proxy=true
演唱會直擊,http://nmk.ioapk.com:5050/ofiii91/index.m3u8?proxy=true
野球名人房,http://nmk.ioapk.com:5050/ofiii84/index.m3u8?proxy=true
新忍者哈特利,http://nmk.ioapk.com:5050/ofiii184/index.m3u8?proxy=true
一把青,http://nmk.ioapk.com:5050/ofiii154/index.m3u8?proxy=true
一字千金,http://nmk.ioapk.com:5050/ofiii142/index.m3u8?proxy=true
一步一腳印 發現新台灣,http://nmk.ioapk.com:5050/ofiii136/index.m3u8?proxy=true
醫師好辣,http://nmk.ioapk.com:5050/ofiii128/index.m3u8?proxy=true
月嫂先生,http://nmk.ioapk.com:5050/ofiii124/index.m3u8?proxy=true
早餐中國,http://nmk.ioapk.com:5050/ofiii243/index.m3u8?proxy=true
以愛為營,http://nmk.ioapk.com:5050/ofiii117/index.m3u8?proxy=true
以家人之名,http://nmk.ioapk.com:5050/ofiii119/index.m3u8?proxy=true
溢遊未盡,http://nmk.ioapk.com:5050/ofiii240/index.m3u8?proxy=true
溢起趣打卡,http://nmk.ioapk.com:5050/ofiii244/index.m3u8?proxy=true
銀髮聚樂部,http://nmk.ioapk.com:5050/ofiii99/index.m3u8?proxy=true
葬送的芙莉蓮,http://nmk.ioapk.com:5050/ofiii179/index.m3u8?proxy=true
詹姆士出走料理,http://nmk.ioapk.com:5050/ofiii236/index.m3u8?proxy=true
中天亞洲精采台,http://nmk.ioapk.com:5050/ofiii36/index.m3u8?proxy=true
中華一番(中文版),http://nmk.ioapk.com:5050/ofiii168/index.m3u8?proxy=true
Yes娛樂,http://nmk.ioapk.com:5050/ofiii47/index.m3u8?proxy=true
11點熱吵店,http://nmk.ioapk.com:5050/ofiii143/index.m3u8?proxy=true
WTO姐妹會,http://nmk.ioapk.com:5050/ofiii129/index.m3u8?proxy=true
SiCAR愛車酷,http://nmk.ioapk.com:5050/ofiii216/index.m3u8?proxy=true
ASMR行車紀錄,http://nmk.ioapk.com:5050/ofiii94/index.m3u8?proxy=true
TVBS食尚玩家,http://nmk.ioapk.com:5050/ofiii31/index.m3u8?proxy=true
Golden 強片台,http://nmk.ioapk.com:5050/ofiii70/index.m3u8?proxy=true
Freeman @台灣,http://nmk.ioapk.com:5050/ofiii95/index.m3u8?proxy=true
JOJO 的奇妙冒險,http://nmk.ioapk.com:5050/ofiii178/index.m3u8?proxy=true
Focus探索新知台,http://nmk.ioapk.com:5050/ofiii82/index.m3u8?proxy=true
Focus風采戲劇台,http://nmk.ioapk.com:5050/ofiii1048/index.m3u8?proxy=true
WIND BREAKER—防風少年,http://nmk.ioapk.com:5050/ofiii161/index.m3u8?proxy=true
SPY X FAMILY 間諜家家酒,http://nmk.ioapk.com:5050/ofiii170/index.m3u8?proxy=true
SPY X FAMILY 間諜家家酒(中文版),http://nmk.ioapk.com:5050/ofiii171/index.m3u8?proxy=true
關於我轉生變成史萊姆這檔事(國),http://nmk.ioapk.com:5050/ofiii173/index.m3u8?proxy=true
家庭教師HITMAN REBORN!(中文版),http://nmk.ioapk.com:5050/ofiii175/index.m3u8?proxy=true
擁有超常技能的異世界流浪美食家,http://nmk.ioapk.com:5050/ofiii160/index.m3u8?proxy=true
無職轉生，到了異世界就拿出真本事,http://nmk.ioapk.com:5050/ofiii172/index.m3u8?proxy=true
雖然等級只有1級但固有技能是最強的,http://nmk.ioapk.com:5050/ofiii159/index.m3u8?proxy=true
在異世界獲得超強能力的我，在現實世界照樣無敵～等級提升改變人生命運～,http://nmk.ioapk.com:5050/ofiii162/index.m3u8?proxy=true

--綫路贰4GTV--
🌏綜合其他,#genre#
中視 HD,http://220.135.64.124:5050/4gtv-4gtv040/index.m3u8?proxy=true
中視 HD,http://220.135.64.124:5050/li-4gtv-4gtv040/index.m3u8?proxy=true
中視 HD,http://220.135.64.124:5050/of-4gtv-4gtv040/index.m3u8?proxy=true
華視 HD,http://220.135.64.124:5050/4gtv-4gtv041/index.m3u8?proxy=true
華視 HD,http://220.135.64.124:5050/li-4gtv-4gtv041/index.m3u8?proxy=true
華視 HD,http://220.135.64.124:5050/of-4gtv-4gtv041/index.m3u8?proxy=true
台視 HD,http://220.135.64.124:5050/4gtv-4gtv066/index.m3u8?proxy=true
台視 HD,http://220.135.64.124:5050/li-4gtv-4gtv066/index.m3u8?proxy=true
民視 HD,http://220.135.64.124:5050/4gtv-4gtv002/index.m3u8?proxy=true
TVBS HD,http://220.135.64.124:5050/4gtv-4gtv073/index.m3u8?proxy=true
TVBS HD,http://220.135.64.124:5050/li-4gtv-4gtv073/index.m3u8?proxy=true
中天亞洲台,http://220.135.64.124:5050/4gtv-4gtv109/index.m3u8?proxy=true
中視菁采台,http://220.135.64.124:5050/4gtv-4gtv064/index.m3u8?proxy=true
中視菁采台,http://220.135.64.124:5050/li-4gtv-4gtv064/index.m3u8?proxy=true
民視第一台,http://220.135.64.124:5050/4gtv-4gtv003/index.m3u8?proxy=true
民視第一台,http://220.135.64.124:5050/li-4gtv-4gtv003/index.m3u8?proxy=true
民視台灣台,http://220.135.64.124:5050/4gtv-4gtv001/index.m3u8?proxy=true
民視台灣台,http://220.135.64.124:5050/li-4gtv-4gtv001/index.m3u8?proxy=true
大愛電視,http://220.135.64.124:5050/4gtv-live007/index.m3u8?proxy=true
大愛二台,http://220.135.64.124:5050/4gtv-live106/index.m3u8?proxy=true
人間衛視,http://220.135.64.124:5050/4gtv-live008/index.m3u8?proxy=true
國會頻道1,http://220.135.64.124:5050/4gtv-4gtv084/index.m3u8?proxy=true
國會頻道1,http://220.135.64.124:5050/li-4gtv-4gtv084/index.m3u8?proxy=true
國會頻道1,http://220.135.64.124:5050/of-4gtv-4gtv084/index.m3u8?proxy=true
國會頻道2,http://220.135.64.124:5050/4gtv-4gtv085/index.m3u8?proxy=true
國會頻道2,http://220.135.64.124:5050/li-4gtv-4gtv085/index.m3u8?proxy=true
國會頻道2,http://220.135.64.124:5050/of-4gtv-4gtv085/index.m3u8?proxy=true
好消息1台,http://220.135.64.124:5050/litv-ftv16/index.m3u8?proxy=true
好消息1台,http://220.135.64.124:5050/li-litv-ftv16/index.m3u8?proxy=true
好消息1台,http://220.135.64.124:5050/of-litv-ftv16/index.m3u8?proxy=true
好消息2台,http://220.135.64.124:5050/litv-ftv17/index.m3u8?proxy=true
好消息2台,http://220.135.64.124:5050/li-litv-ftv17/index.m3u8?proxy=true
好消息2台,http://220.135.64.124:5050/of-litv-ftv17/index.m3u8?proxy=true
三立綜合台,http://220.135.64.124:5050/4gtv-live207/index.m3u8?proxy=true
靖天綜合台,http://220.135.64.124:5050/4gtv-4gtv046/index.m3u8?proxy=true
靖天綜合台,http://220.135.64.124:5050/li-4gtv-4gtv046/index.m3u8?proxy=true
靖天日本台,http://220.135.64.124:5050/4gtv-4gtv047/index.m3u8?proxy=true
靖天日本台,http://220.135.64.124:5050/li-4gtv-4gtv047/index.m3u8?proxy=true
靖天育樂台,http://220.135.64.124:5050/4gtv-4gtv062/index.m3u8?proxy=true
靖天育樂台,http://220.135.64.124:5050/li-4gtv-4gtv062/index.m3u8?proxy=true
靖天資訊台,http://220.135.64.124:5050/4gtv-4gtv065/index.m3u8?proxy=true
靖天資訊台,http://220.135.64.124:5050/li-4gtv-4gtv065/index.m3u8?proxy=true
客家電視台,http://220.135.64.124:5050/4gtv-4gtv043/index.m3u8?proxy=true
客家電視台,http://220.135.64.124:5050/li-4gtv-4gtv043/index.m3u8?proxy=true
東森購物一台,http://220.135.64.124:5050/4gtv-live047/index.m3u8?proxy=true
東森購物一台,http://220.135.64.124:5050/4gtv-4gtv102/index.m3u8?proxy=true
東森購物一台,http://220.135.64.124:5050/of-4gtv-4gtv102/index.m3u8?proxy=true
東森購物二台,http://220.135.64.124:5050/4gtv-live046/index.m3u8?proxy=true
東森購物二台,http://220.135.64.124:5050/4gtv-4gtv103/index.m3u8?proxy=true
東森購物二台,http://220.135.64.124:5050/of-4gtv-4gtv103/index.m3u8?proxy=true
東森購物三台,http://220.135.64.124:5050/4gtv-live048/index.m3u8?proxy=true
東森購物四台,http://220.135.64.124:5050/4gtv-live049/index.m3u8?proxy=true
新唐人亞太台,http://220.135.64.124:5050/4gtv-live050/index.m3u8?proxy=true
原住民族電視台,http://220.135.64.124:5050/4gtv-live014/index.m3u8?proxy=true
KMTV韓國娛樂台,http://220.135.64.124:5050/4gtv-4gtv016/index.m3u8?proxy=true
KMTV韓國娛樂台,http://220.135.64.124:5050/li-4gtv-4gtv016/index.m3u8?proxy=true
KLT 靖天國際台,http://220.135.64.124:5050/4gtv-4gtv063/index.m3u8?proxy=true
KLT 靖天國際台,http://220.135.64.124:5050/li-4gtv-4gtv063/index.m3u8?proxy=true
Nice TV 靖天歡樂台,http://220.135.64.124:5050/4gtv-4gtv054/index.m3u8?proxy=true
Nice TV 靖天歡樂台,http://220.135.64.124:5050/li-4gtv-4gtv054/index.m3u8?proxy=true
ARIRANG 阿里郎頻道,http://220.135.64.124:5050/4gtv-4gtv079/index.m3u8?proxy=true
ARIRANG 阿里郎頻道,http://220.135.64.124:5050/li-4gtv-4gtv079/index.m3u8?proxy=true

🎬電影戲劇,#genre#
中視經典台,http://220.135.64.124:5050/4gtv-4gtv080/index.m3u8?proxy=true
中視經典台,http://220.135.64.124:5050/li-4gtv-4gtv080/index.m3u8?proxy=true
民視影劇台,http://220.135.64.124:5050/litv-ftv09/index.m3u8?proxy=true
民視影劇台,http://220.135.64.124:5050/li-litv-ftv09/index.m3u8?proxy=true
公視戲劇台,http://220.135.64.124:5050/4gtv-4gtv042/index.m3u8?proxy=true
公視戲劇台,http://220.135.64.124:5050/li-4gtv-4gtv042/index.m3u8?proxy=true
靖天戲劇台,http://220.135.64.124:5050/4gtv-4gtv058/index.m3u8?proxy=true
靖天戲劇台,http://220.135.64.124:5050/li-4gtv-4gtv058/index.m3u8?proxy=true
靖洋戲劇台,http://220.135.64.124:5050/4gtv-4gtv045/index.m3u8?proxy=true
靖洋戲劇台,http://220.135.64.124:5050/li-4gtv-4gtv045/index.m3u8?proxy=true
采昌影劇台,http://220.135.64.124:5050/4gtv-4gtv049/index.m3u8?proxy=true
采昌影劇台,http://220.135.64.124:5050/li-4gtv-4gtv049/index.m3u8?proxy=true
靖天電影台,http://220.135.64.124:5050/4gtv-4gtv061/index.m3u8?proxy=true
靖天電影台,http://220.135.64.124:5050/li-4gtv-4gtv061/index.m3u8?proxy=true
靖天映畫台,http://220.135.64.124:5050/4gtv-4gtv055/index.m3u8?proxy=true
靖天映畫台,http://220.135.64.124:5050/li-4gtv-4gtv055/index.m3u8?proxy=true
經典電影台,http://220.135.64.124:5050/4gtv-live021/index.m3u8?proxy=true
龍華電影台,http://220.135.64.124:5050/litv-longturn03/index.m3u8?proxy=true
龍華電影台,http://220.135.64.124:5050/li-litv-longturn03/index.m3u8?proxy=true
龍華洋片台,http://220.135.64.124:5050/litv-longturn02/index.m3u8?proxy=true
龍華洋片台,http://220.135.64.124:5050/li-litv-longturn02/index.m3u8?proxy=true
龍華日韓台,http://220.135.64.124:5050/litv-longturn11/index.m3u8?proxy=true
龍華日韓台,http://220.135.64.124:5050/li-litv-longturn11/index.m3u8?proxy=true
龍華偶像台,http://220.135.64.124:5050/litv-longturn12/index.m3u8?proxy=true
龍華偶像台,http://220.135.64.124:5050/li-litv-longturn12/index.m3u8?proxy=true
龍華戲劇台,http://220.135.64.124:5050/litv-longturn18/index.m3u8?proxy=true
龍華戲劇台,http://220.135.64.124:5050/li-litv-longturn18/index.m3u8?proxy=true
龍華經典台,http://220.135.64.124:5050/litv-longturn21/index.m3u8?proxy=true
龍華經典台,http://220.135.64.124:5050/li-litv-longturn21/index.m3u8?proxy=true
台灣戲劇台,http://220.135.64.124:5050/li-litv-longturn22/index.m3u8?proxy=true
台灣戲劇台,http://220.135.64.124:5050/litv-longturn22/index.m3u8?proxy=true
金光布袋戲,http://220.135.64.124:5050/4gtv-live144/index.m3u8?proxy=true
霹靂布袋戲,http://220.135.64.124:5050/4gtv-live145/index.m3u8?proxy=true
戲劇免費看 1台,http://220.135.64.124:5050/4gtv-live010/index.m3u8?proxy=true
影迷數位電影台,http://220.135.64.124:5050/4gtv-4gtv011/index.m3u8?proxy=true
影迷數位電影台,http://220.135.64.124:5050/li-4gtv-4gtv011/index.m3u8?proxy=true
AMC電影台,http://220.135.64.124:5050/4gtv-4gtv017/index.m3u8?proxy=true
AMC電影台,http://220.135.64.124:5050/li-4gtv-4gtv017/index.m3u8?proxy=true
HITS電影台,http://220.135.64.124:5050/4gtv-live620/index.m3u8?proxy=true
TVBS台劇台,http://220.135.64.124:5050/4gtv-live088/index.m3u8?proxy=true
CinemaWorld,http://220.135.64.124:5050/4gtv-live069/index.m3u8?proxy=true
ROCK Action,http://220.135.64.124:5050/4gtv-live138/index.m3u8?proxy=true
ROCK Entertainment,http://220.135.64.124:5050/4gtv-live080/index.m3u8?proxy=true
My Cinema Europe HD 我的歐洲電影,http://220.135.64.124:5050/4gtv-live157/index.m3u8?proxy=true

📻音樂綜藝,#genre#
民視綜藝台,http://220.135.64.124:5050/4gtv-4gtv004/index.m3u8?proxy=true
民視綜藝台,http://220.135.64.124:5050/li-4gtv-4gtv004/index.m3u8?proxy=true
八大綜藝台,http://220.135.64.124:5050/4gtv-4gtv039/index.m3u8?proxy=true
八大綜藝台,http://220.135.64.124:5050/li-4gtv-4gtv039/index.m3u8?proxy=true
八大精彩台,http://220.135.64.124:5050/4gtv-4gtv034/index.m3u8?proxy=true
八大精彩台,http://220.135.64.124:5050/li-4gtv-4gtv034/index.m3u8?proxy=true
TVBS綜藝台,http://220.135.64.124:5050/4gtv-live087/index.m3u8?proxy=true
TVBS歡樂台,http://220.135.64.124:5050/4gtv-4gtv068/index.m3u8?proxy=true
TVBS歡樂台,http://220.135.64.124:5050/li-4gtv-4gtv068/index.m3u8?proxy=true
TVBS精采台,http://220.135.64.124:5050/4gtv-4gtv067/index.m3u8?proxy=true
TVBS精采台,http://220.135.64.124:5050/li-4gtv-4gtv067/index.m3u8?proxy=true
愛爾達娛樂台,http://220.135.64.124:5050/4gtv-4gtv070/index.m3u8?proxy=true
愛爾達娛樂台,http://220.135.64.124:5050/li-4gtv-4gtv070/index.m3u8?proxy=true
豬哥亮歌廳秀,http://220.135.64.124:5050/4gtv-4gtv006/index.m3u8?proxy=true
豬哥亮歌廳秀,http://220.135.64.124:5050/li-4gtv-4gtv006/index.m3u8?proxy=true
TRACE Urban,http://220.135.64.124:5050/4gtv-4gtv082/index.m3u8?proxy=true
TRACE Urban,http://220.135.64.124:5050/li-4gtv-4gtv082/index.m3u8?proxy=true
Mezzo Live HD,http://220.135.64.124:5050/4gtv-4gtv083/index.m3u8?proxy=true
Mezzo Live HD,http://220.135.64.124:5050/li-4gtv-4gtv083/index.m3u8?proxy=true
CLASSICA 古典樂,http://220.135.64.124:5050/4gtv-4gtv059/index.m3u8?proxy=true
CLASSICA 古典樂,http://220.135.64.124:5050/li-4gtv-4gtv059/index.m3u8?proxy=true
CMusic 電影原聲台,http://220.135.64.124:5050/4gtv-live031/index.m3u8?proxy=true
MTV Live HD 音樂頻道,http://220.135.64.124:5050/4gtv-live025/index.m3u8?proxy=true

🔰生活旅遊,#genre#
民視旅遊台,http://220.135.64.124:5050/litv-ftv07/index.m3u8?proxy=true
民視旅遊台,http://220.135.64.124:5050/li-litv-ftv07/index.m3u8?proxy=true
亞洲旅遊台,http://220.135.64.124:5050/4gtv-4gtv076/index.m3u8?proxy=true
亞洲旅遊台,http://220.135.64.124:5050/li-4gtv-4gtv076/index.m3u8?proxy=true
亞洲旅遊台,http://220.135.64.124:5050/of-4gtv-4gtv076/index.m3u8?proxy=true
Smart知識台,http://220.135.64.124:5050/litv-longturn19/index.m3u8?proxy=true
Smart知識台,http://220.135.64.124:5050/li-litv-longturn19/index.m3u8?proxy=true
rollor滾動力,http://220.135.64.124:5050/4gtv-live012/index.m3u8?proxy=true
fun探索娛樂台,http://220.135.64.124:5050/4gtv-live011/index.m3u8?proxy=true
幸福空間居家台,http://220.135.64.124:5050/4gtv-live206/index.m3u8?proxy=true
愛爾達生活旅遊台,http://220.135.64.124:5050/4gtv-live120/index.m3u8?proxy=true
INULTRA,http://220.135.64.124:5050/4gtv-live096/index.m3u8?proxy=true
Pet Club TV,http://220.135.64.124:5050/4gtv-live110/index.m3u8?proxy=true
Love Nature,http://220.135.64.124:5050/4gtv-live208/index.m3u8?proxy=true
Global Trekker,http://220.135.64.124:5050/4gtv-live112/index.m3u8?proxy=true
LUXE TV Channel,http://220.135.64.124:5050/4gtv-live121/index.m3u8?proxy=true
Lifetime 娛樂頻道,http://220.135.64.124:5050/4gtv-live029/index.m3u8?proxy=true
TV5MONDE STYLE HD 生活時尚,http://220.135.64.124:5050/4gtv-live122/index.m3u8?proxy=true
MagellanTV頻道 (麥哲倫頻道),http://220.135.64.124:5050/4gtv-live123/index.m3u8?proxy=true

🏰兒童卡通,#genre#
達文西頻道,http://220.135.64.124:5050/4gtv-4gtv018/index.m3u8?proxy=true
達文西頻道,http://220.135.64.124:5050/li-4gtv-4gtv018/index.m3u8?proxy=true
精選動漫台,http://220.135.64.124:5050/4gtv-live024/index.m3u8?proxy=true
經典卡通台,http://220.135.64.124:5050/4gtv-live022/index.m3u8?proxy=true
龍華卡通台,http://220.135.64.124:5050/li-litv-longturn01/index.m3u8?proxy=true
龍華卡通台,http://220.135.64.124:5050/litv-longturn01/index.m3u8?proxy=true
靖天卡通台,http://220.135.64.124:5050/4gtv-4gtv044/index.m3u8?proxy=true
靖天卡通台,http://220.135.64.124:5050/li-4gtv-4gtv044/index.m3u8?proxy=true
靖洋卡通Nice Bingo,http://220.135.64.124:5050/4gtv-4gtv057/index.m3u8?proxy=true
靖洋卡通Nice Bingo,http://220.135.64.124:5050/li-4gtv-4gtv057/index.m3u8?proxy=true
MOMO親子台,http://220.135.64.124:5050/4gtv-live107/index.m3u8?proxy=true
ELTV生活英語台,http://220.135.64.124:5050/litv-longturn20/index.m3u8?proxy=true
ELTV生活英語台,http://220.135.64.124:5050/li-litv-longturn20/index.m3u8?proxy=true
ELTV生活英語台,http://220.135.64.124:5050/of-litv-longturn20/index.m3u8?proxy=true
Nick Jr.兒童頻道,http://220.135.64.124:5050/4gtv-live032/index.m3u8?proxy=true
Nick Elodeon兒童頻道,http://220.135.64.124:5050/4gtv-live105/index.m3u8?proxy=true
DreamWorks 夢工廠動畫,http://220.135.64.124:5050/4gtv-live017/index.m3u8?proxy=true
LiveABC互動英語頻道,http://220.135.64.124:5050/4gtv-live030/index.m3u8?proxy=true

📡新聞財經,#genre#
中天新聞台,http://220.135.64.124:5050/4gtv-4gtv009/index.m3u8?proxy=true
中天新聞台,http://220.135.64.124:5050/li-4gtv-4gtv009/index.m3u8?proxy=true
中天新聞台,http://220.135.64.124:5050/of-4gtv-4gtv009/index.m3u8?proxy=true
中視新聞台,http://220.135.64.124:5050/4gtv-4gtv074/index.m3u8?proxy=true
中視新聞台,http://220.135.64.124:5050/li-4gtv-4gtv074/index.m3u8?proxy=true
中視新聞台,http://220.135.64.124:5050/of-4gtv-4gtv074/index.m3u8?proxy=true
華視新聞台,http://220.135.64.124:5050/4gtv-4gtv052/index.m3u8?proxy=true
華視新聞台,http://220.135.64.124:5050/li-4gtv-4gtv052/index.m3u8?proxy=true
華視新聞台,http://220.135.64.124:5050/of-4gtv-4gtv052/index.m3u8?proxy=true
台視新聞台,http://220.135.64.124:5050/li-4gtv-4gtv051/index.m3u8?proxy=true
台視新聞台,http://220.135.64.124:5050/4gtv-4gtv051/index.m3u8?proxy=true
台視財經台,http://220.135.64.124:5050/4gtv-4gtv056/index.m3u8?proxy=true
民視新聞台,http://220.135.64.124:5050/litv-ftv13/index.m3u8?proxy=true
民視新聞台,http://220.135.64.124:5050/li-litv-ftv13/index.m3u8?proxy=true
非凡新聞台,http://220.135.64.124:5050/4gtv-4gtv010/index.m3u8?proxy=true
非凡商業台,http://220.135.64.124:5050/4gtv-4gtv048/index.m3u8?proxy=true
東森新聞台,http://220.135.64.124:5050/4gtv-4gtv152/index.m3u8?proxy=true
東森新聞台,http://220.135.64.124:5050/li-4gtv-4gtv152/index.m3u8?proxy=true
寰宇新聞台,http://220.135.64.124:5050/litv-longturn14/index.m3u8?proxy=true
寰宇新聞台,http://220.135.64.124:5050/li-litv-longturn14/index.m3u8?proxy=true
寰宇新聞台,http://220.135.64.124:5050/of-litv-longturn14/index.m3u8?proxy=true
寰宇財經台,http://220.135.64.124:5050/4gtv-4gtv158/index.m3u8?proxy=true
寰宇財經台,http://220.135.64.124:5050/li-4gtv-4gtv158/index.m3u8?proxy=true
寰宇財經台,http://220.135.64.124:5050/of-4gtv-4gtv158/index.m3u8?proxy=true
寰宇新聞台灣台,http://220.135.64.124:5050/4gtv-4gtv156/index.m3u8?proxy=true
寰宇新聞台灣台,http://220.135.64.124:5050/li-4gtv-4gtv156/index.m3u8?proxy=true
寰宇新聞台灣台,http://220.135.64.124:5050/of-4gtv-4gtv156/index.m3u8?proxy=true
